,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,EMNT,EMXT,TAVG
17,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2004-01,5.6,26.1,13.6
18,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2004-02,5.6,22.8,12.9
19,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2004-03,8.3,32.2,16.3
20,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2004-11,5.6,25.6,14.5
21,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2004-12,3.9,27.8,14
22,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2005-01,5.6,30,14.2
23,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2005-02,7.2,23.9,14.7
24,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2005-03,8.3,25,15.1
25,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2005-11,7.8,30.6,17.4
26,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2005-12,7.2,27.2,15.1
27,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2006-01,6.1,31.1,15
28,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2006-02,5.6,30,15.1
29,USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",34.01583,-118.45139,53,2006-03,3.9,23.3,12.8
30,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2002-11,6.7,33.9,18.7
31,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2002-12,3.9,25,14.2
32,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2003-01,3.9,34.4,18.4
33,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2003-02,7.2,28.3,15.1
34,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2003-03,6.1,34.4,17
35,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2003-11,5,30.6,16.1
36,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2003-12,2.8,27.8,14.1
37,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2004-01,4.4,29.4,14.7
38,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2004-02,4.4,28.3,13.9
39,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2004-03,7.2,36.7,19.4
40,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2004-11,0.6,27.2,15.5
41,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2004-12,5.6,30.6,14.6
42,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2005-01,5.6,31.7,14.8
43,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2005-02,7.2,25.6,14.8
44,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2005-03,6.1,28.3,16
45,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2005-11,5,34.4,19
46,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2005-12,6.7,31.1,15.8
47,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2006-01,3.3,31.1,15.5
48,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2006-02,3.3,32.8,16.4
49,USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",34.1208,-117.9458,152.4,2006-03,1.7,29.4,13.2
50,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2000-11,3.9,26.7,13.9
51,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2000-12,3.9,26.7,14
52,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2001-01,1.1,27.8,11.3
53,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2001-02,1.7,30.6,11.4
54,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2001-03,6.1,29.4,15
55,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2001-11,5,29.4,15.9
56,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2001-12,2.8,27.8,12.2
57,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2002-01,0,26.1,12.9
58,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2002-02,2.2,32.2,14.4
59,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2002-03,5.6,25.6,14.6
60,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2002-11,8.3,32.8,17.6
61,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2002-12,5,23.3,13.1
62,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2003-01,6.1,33.9,16.7
63,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2003-02,5,22.8,14.2
64,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2003-03,5.6,30.6,15.5
65,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2003-11,5.6,30.6,15.4
66,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2003-12,3.3,25,13.1
67,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2004-01,4.4,27.2,13.6
68,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2004-02,5,23.3,13
69,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2004-03,7.2,33.3,17.3
70,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2004-11,2.8,25,14.6
71,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2004-12,2.8,28.3,13.3
72,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2005-01,3.9,30,13.6
73,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2005-02,7.2,25,14.5
74,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2005-03,7.8,26.7,15.2
75,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2005-11,6.1,31.1,17.4
76,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2005-12,4.4,26.1,14.4
77,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2006-01,3.3,30,14
78,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2006-02,3.9,31.7,14.5
79,USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",33.8116,-118.1463,9.4,2006-03,2.8,27.2,12.4
80,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2000-11,0,22.2,10.8
81,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2000-12,1.7,23.3,12.5
82,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2001-01,-1.7,21.1,7.2
83,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2001-02,-1.7,25,5.8
84,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2001-03,0,25.6,11.8
85,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2001-11,0,26.7,12.9
86,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2001-12,-1.7,19.4,7.3
87,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2002-01,-3.9,23.9,8.9
88,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2002-02,0,25,12
89,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2002-03,-2.8,27.2,10.1
90,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2002-11,5,25.6,14.1
91,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2002-12,0,20,7.6
92,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2003-01,3.9,25,14.2
93,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2003-02,0,21.1,8.2
94,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2003-03,0.6,25.6,11.9
95,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2003-11,-0.6,22.8,9.9
96,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2003-12,-1.7,22.8,8.1
97,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2004-01,-1.1,21.7,9.1
98,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2004-02,0,20,6.3
99,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2004-03,0.6,30.6,16.2
100,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2004-11,-1.1,19.4,9
101,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2004-12,0.6,22.2,8.8
102,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2005-01,0,21.7,8.8
103,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2005-02,1.7,17.2,7.5
104,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2005-03,1.7,25,9.9
105,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2005-11,1.1,26.7,13.4
106,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2005-12,1.1,23.9,10.3
107,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2006-01,0,23.3,8.5
108,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2006-02,-1.1,22.8,10.7
109,USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",34.3617,-118.4217,1219.2,2006-03,-3.9,21.1,5.7
110,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2000-11,5.6,26.1,14
111,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2000-12,5.6,26.1,14.2
112,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2001-01,5,27.2,12.2
113,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2001-02,4.4,27.2,12.4
114,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2001-03,6.7,25.6,14.9
115,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2001-11,5.6,23.9,15.7
116,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2001-12,5,26.1,12.5
117,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2002-01,1.7,23.3,12.8
118,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2002-02,2.2,31.1,14.4
119,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2002-03,5.6,23.9,14.3
121,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2002-12,5,23.3,13.2
122,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2003-01,7.2,30.6,16.8
123,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2003-02,3.3,25.6,14.5
124,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2003-03,7.2,31.1,15.5
125,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2003-11,5.6,27.8,15
127,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2004-01,3.3,24.4,13.5
128,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2004-02,5.6,22.2,12.9
129,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2004-03,7.2,32.8,16.6
130,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2004-11,5,23.9,14.9
131,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2004-12,4.4,26.7,14.1
132,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2005-01,6.1,29.4,13.7
135,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2005-11,8.9,29.4,16.8
136,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2005-12,6.1,25,14.4
139,USC00042214,"CULVER CITY, CA US",34.005,-118.4139,28,2006-03,3.3,22.8,12.4
153,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2001-12,2.8,27.8,12.9
154,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2002-01,-2.8,28.3,13.2
155,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2002-02,-0.6,33.9,15.8
156,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2002-03,3.3,27.8,14.7
157,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2002-11,6.7,32.8,18.4
160,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2003-02,3.9,33.3,14.3
161,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2003-03,5,32.8,16.3
162,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2003-11,6.1,30,15
163,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2003-12,0.6,25.6,12.9
164,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2004-01,3.3,28.9,13.9
165,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2004-02,3.9,24.4,12.9
166,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2004-03,6.7,35,18.4
167,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2004-11,1.7,26.7,14.6
169,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2005-01,3.9,29.4,13.6
170,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2005-02,5.6,25.6,14.7
171,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2005-03,6.7,26.1,15.7
172,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2005-11,5,31.1,18
173,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2005-12,5,26.7,14.8
174,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2006-01,2.2,30.6,14.3
175,USC00049847,"YORBA LINDA, CA US",33.89,-117.8188,106.7,2006-02,2.2,30.6,15.3
176,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2000-11,3.9,27.2,15.1
177,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2000-12,2.8,27.2,15.3
178,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2001-01,2.2,28.9,13.4
179,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2001-02,1.7,32.8,12.9
180,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2001-03,5.6,33.9,16.2
181,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2001-11,7.8,28.9,16.8
182,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2001-12,2.2,27.8,13.2
183,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2002-01,-1.1,27.8,13.3
184,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2002-02,1.1,32.8,15.6
185,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2002-03,2.8,27.2,14.7
186,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2002-11,2.8,32.2,17.8
187,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2002-12,2.8,22.8,12.8
188,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2003-01,7.2,35,18.2
189,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2003-02,5.6,32.2,15.6
190,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2003-03,6.7,33.3,17.4
191,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2003-11,7.2,32.8,16.6
192,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2003-12,2.2,26.1,14.4
193,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2004-01,4.4,28.9,15.1
194,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2004-02,5.6,25.6,14.3
195,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2004-03,8.3,36.1,19.5
196,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2004-11,3.9,28.3,16.3
197,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2004-12,3.9,31.7,15.9
198,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2005-01,5.6,30,15.5
199,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2005-02,7.8,26.1,16.1
200,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2005-03,7.8,27.2,16.9
201,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2005-11,7.2,33.9,19.3
202,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2005-12,6.1,28.3,16.4
203,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2006-01,3.3,32.8,15.7
204,USC00040192,"ANAHEIM, CA US",33.8647,-117.8425,71.6,2006-02,3.9,34.4,16.5
233,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2000-11,1.7,27.8,14.4
234,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2000-12,0,29.4,15
235,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2001-01,0.6,31.7,12.3
236,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2001-02,1.1,32.8,12.2
237,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2001-11,1.7,31.1,16.5
239,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2002-01,-1.7,28.9,12.8
240,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2002-02,-0.6,33.3,15.2
241,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2002-11,5.6,33.9,17.9
243,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2003-01,2.8,32.8,16.6
244,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2003-02,2.2,28.3,14.5
245,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2003-03,3.9,35,16.8
246,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2003-11,7.2,31.1,18
248,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2004-01,3.3,29.4,16.5
249,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2004-02,4.4,26.1,13.8
251,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2004-11,1.1,26.1,14.5
252,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2005-01,3.9,29.4,13.9
253,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2005-02,6.1,23.9,14.3
254,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2005-03,6.7,26.1,15.6
255,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2005-11,5.6,32.8,17.8
256,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2005-12,4.4,30,14.8
257,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2006-01,2.8,30.6,14.1
258,USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003,110.6,2006-02,2.8,30.6,14.9
259,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2000-11,1.7,26.1,13.5
260,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2000-12,2.2,28.9,14.5
261,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2001-01,1.7,26.1,11.5
262,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2001-02,2.2,29.4,11.2
263,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2001-03,3.9,30.6,15.2
264,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2001-11,4.4,30.6,15.7
265,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2001-12,1.7,25.6,11.6
266,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2002-01,-0.6,26.1,11.9
267,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2002-02,0.6,30.6,14.8
268,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2002-03,2.8,28.3,14.3
269,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2002-11,6.7,31.7,17.5
270,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2002-12,1.7,24.4,12
271,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2003-01,5.6,33.3,17.2
272,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2003-02,1.7,25,12.9
273,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2003-03,4.4,30.6,15.6
274,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2003-11,4.4,29.4,14.2
275,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2003-12,0.6,31.1,13.1
276,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2004-01,2.8,26.7,13.4
277,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2004-02,3.3,25.6,12.4
278,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2004-03,8.3,32.8,18.9
279,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2004-11,-0.6,24.4,13.5
280,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2004-12,1.1,27.8,12.9
281,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2005-01,3.3,28.3,13.3
282,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2005-02,5.6,22.8,13.6
283,USW00023130,"VAN NUYS AIRPORT, CA US",34.20972,-118.48917,234.7,2005-03,5.6,28.3,14.9
