LATITUDE,LONGITUDE,ELEVATION,EMNT,EMXT,TAVG
34.45076,-119.76758,156.24,3.8600000000000003,31.74,17.48
34.459275,-119.788375,194.075,2.55,29.65,14.499999999999998
34.45076,-119.76758,156.24,0.4200000000000001,25.54,12.16
34.45076,-119.76758,156.24,1.3800000000000001,25.98,12.919999999999998
34.45076,-119.76758,156.24,1.9599999999999997,30.360000000000003,16.36
34.45076,-119.76758,156.24,4.7,27.8,14.86
34.448100000000004,-119.79745,80.99999999999999,3.0250000000000004,31.5,15.625
34.45076,-119.76758,156.24,0.9199999999999999,24.279999999999998,12.28
34.45076,-119.76758,156.24,1.7600000000000002,24.160000000000004,11.5
34.45076,-119.76758,156.24,3.0800000000000005,22.660000000000004,12.780000000000001
34.45076,-119.76758,156.24,2.8200000000000003,27.580000000000002,15.419999999999998
34.45076,-119.76758,156.24,5.680000000000001,32.720000000000006,16.7
34.448100000000004,-119.79745,80.99999999999999,0.2499999999999999,26.65,12.950000000000001
34.448100000000004,-119.79745,80.99999999999999,2.3249999999999997,27.225,14.075
34.448100000000004,-119.79745,80.99999999999999,-0.3250000000000001,25.549999999999997,12.175
34.448100000000004,-119.79745,80.99999999999999,2.425,24.650000000000002,13.0
34.448100000000004,-119.79745,80.99999999999999,5.025,29.275000000000002,15.749999999999998
34.448100000000004,-119.79745,80.99999999999999,1.725,22.975,12.575
34.45076,-119.76758,156.24,1.6199999999999999,23.2,12.459999999999999
34.45076,-119.76758,156.24,0.26,18.240000000000002,9.82
34.45076,-119.76758,156.24,4.72,26.259999999999998,13.419999999999998
34.45076,-119.76758,156.24,2.62,30.7,15.239999999999998
34.45076,-119.76758,156.24,2.76,22.880000000000003,12.4
34.45076,-119.76758,156.24,3.16,24.28,12.62
34.45076,-119.76758,156.24,1.46,27.139999999999997,13.6
34.45076,-119.76758,156.24,2.9,23.98,12.599999999999998
